item_link,item_link-href,item_name,item_image-src,item_total_price,item_recipe_price,item_stats,item_builds_from,item_builds_into,item_maps
"Feral Flare
					
						 1800 / 0","http://www.mobafire.com/league-of-legends/item/feral-flare-236","Feral Flare","","1800","0","12 Attack Damage, 30% Attack Speed. Passive: Wriggle's Lantern automatically transforms into this item upon collecting 30 stacks by killing large monsters, or getting kills and assists. The counter begins upon purchasing  Hunter's Machete. UNIQUE MAIM: Champion kills, assists and large monsters slain will grant Feral stacks. Basic attacks deal 25 (+1 per Feral stack) bonus magic damage and restore 10 health. Minions and monsters take 300% bonus magic damage. UNIQUE: Gain 30% increased gold from monsters. UNIQUE - GOLD INCOME: You may only be in possession of 1 Gold Income item. UNIQUE Active: Places a  Stealth Ward at target location that lasts for 180 seconds. 180 seconds cooldown.","[]","[]","[{""item_maps"":""Removed""}]"
"The Dark Seal
					
						 350 / 350","http://www.mobafire.com/league-of-legends/item/the-dark-seal-303","The Dark Seal","","350","350","15 Ability Power, 100 Mana. Passive: +25% increased healing from potions. UNIQUE Passive: Do or Die: Grants 2 Glory per champion kill or 1 Glory per assist, up to a maximum of 10 Glory stacks in total. Upon dying, you lose 4 stacks of Glory.



UNIQUE Passive: Dread: Grants 3 Ability Power per stack of Glory.","[]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/mejais-soulstealer.gif""}]","[{""item_maps"":""Summoner's Rift""}]"
"Wooglet's Witchcap
					
						 3500 / 1050","http://www.mobafire.com/league-of-legends/item/wooglets-witchcap-140","Wooglet's Witchcap","http://www.mobafire.com/images/item/wooglets-witchcap.gif","3500","1050","100 Ability Power, 45 Armor. UNIQUE Passive: Increases Ability Power by 25%. UNIQUE Active: Places your champion into stasis for 2.5 seconds, rendering you invulnerable and untargetable but unable to take any actions. 90 second cooldown.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/needlessly-large-rod.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/seekers-armguard.gif""}]","[]","[{""item_maps"":""Twisted Treeline""}]"
"Grez's Spectral Lantern
					
						 1765 / 180","http://www.mobafire.com/league-of-legends/item/grezs-spectral-lantern-143","Grez's Spectral Lantern","http://www.mobafire.com/images/item/grezs-spectral-lantern.gif","1765","180","15 Attack Damage, 30% Attack Speed. UNIQUE Passive: UNIQUE passive Maim: Basic attacks against monsters deal 50 bonus magic damage and restore 8 health. UNIQUE Passive: Owner now gains +30% increased gold from monsters. UNIQUE Passive: Trap Detection: Nearby stealthed enemy traps are revealed. UNIQUE Active: Trap Detection: Covers a target area in a stealth-detecting mist that grants vision for 5 seconds and reveals enemies that enter it for 3 seconds (60 second cooldown).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/long-sword.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/dagger.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Stalker's Blade - Devourer
					
						 2450 / 400","http://www.mobafire.com/league-of-legends/item/stalkers-blade-devourer-274","Stalker's Blade - Devourer","http://www.mobafire.com/images/item/stalkers-blade-devourer.gif","2450","400","40% Attack Speed. Passive: Grants 10% Lifesteal vs monsters.



Passive: 150% Mana Regeneration while in the jungle. UNIQUE Passive: Devouring: Deals 30 magic damage on hit. Takedowns (kills or assists) will grant Devourer stacks, increasing the on-hit magic damage by 1.



Takedowns on:

- Large monsters and champions grant 1 stack.

- Rift Scuttlers and Rift Herald grant 2 stacks.

- Dragon, Baron and Vilemaw grant 5 stacks.



At 30 stacks, this enchantment turns into the Sated Devourer enchantment. At this point, takedowns no longer grow Devourer's damage, but every second (fourth for ranged champions) basic attack triggers on-hits twice.



UNIQUE Passive: Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster steals 30 Health over 5 seconds. Killing a large monster grants +30 bonus experience.



UNIQUE Passive: Chilling Smite: Smite can be cast on enemy champions, dealing 28-164 true damage and stealing 20% of the target's movement speed for 2 seconds.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/recurve-bow.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/stalkers-blade.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Rabadon's Deathcap
					
						 3800 / 1265","http://www.mobafire.com/league-of-legends/item/rabadons-deathcap-115","Rabadon's Deathcap","http://www.mobafire.com/images/item/rabadons-deathcap.gif","3800","1265","120 Ability Power. UNIQUE Passive: Increases Ability Power by 35%.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/blasting-wand.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/needlessly-large-rod.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Howling Abyss""}]"
"Bonetooth Necklace (Red)
					
						 0 / 0","http://www.mobafire.com/league-of-legends/item/bonetooth-necklace-red-238","Bonetooth Necklace (Red)","","0","0","UNIQUE Passive: MEMENTOS OF THE HUNT: Rengar collects trophies when killing champions and gains bonus effects based on how many trophies he has. Rengar gains one Trophy whenever he scores a kill or assist. (3 Trophies) Rengar gains 25 flat movement speed while out of combat or while in brush. (6 Trophies) Unseen Predator's range is increased by 125. (12 Trophies) Thrill of the Hunt's stealth duration is increased by 5 seconds. (20 Trophies) Thrill of the Hunt's bonus movement speed while stealthed is doubled. Scoring a kill or assist on  Kha'Zix during the event, The Hunt is On!, causes this item to upgrade into the  Head of Kha'Zix, which permanently grants the effects of all 20 trophies. UNIQUE Active: SWEEPING LENS: Summons a drone at the target location for 4 / 6 / 10 seconds (X / 1.5X range). The drone reveals and disables all invisible traps and wards within an X / 1.5X unit radius. (90 second cooldown). At 20 Trophies, you also gain true sight for 8 seconds.","[]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Removed""}]"
"Force of Nature
					
						 2610 / 1000","http://www.mobafire.com/league-of-legends/item/force-of-nature-80","Force of Nature","","2610","1000","40% Base Health Regeneration, 76 Magic Resistance, 8% Movement Speed. UNIQUE Passive: Restores 1.75% of your champion's maximum health per 5 seconds.



(Item is unavailable for purchase)","[]","[]","[{""item_maps"":""Removed""}]"
"Greater Stealth Totem
					
						 250 / 250","http://www.mobafire.com/league-of-legends/item/greater-stealth-totem-194","Greater Stealth Totem","http://www.mobafire.com/images/item/greater-stealth-totem.gif","250","250","Active: Places a Stealth Ward that reveals the surrounding area for 180 seconds (60 second cooldown). Each player can have no more than three Stealth Wards placed on the map at a time.



This item stores up to two charges, with a new charge being generated every 60 seconds.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/warding-totem.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Removed""}]"
"Quicksilver Sash
					
						 1300 / 850","http://www.mobafire.com/league-of-legends/item/quicksilver-sash-94","Quicksilver Sash","http://www.mobafire.com/images/item/quicksilver-sash.gif","1300","850","30 Magic Resistance. UNIQUE Active: Quicksilver: Removes all crowd control debuffs from your champion. 90 second cooldown.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/null-magic-mantle.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/mercurial-scimitar.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/dervish-blade.gif""}]","[]"
"Bonetooth Necklace (Blue)
					
						 0 / 0","http://www.mobafire.com/league-of-legends/item/bonetooth-necklace-blue-138","Bonetooth Necklace (Blue)","","0","0","UNIQUE Passive:","[]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Removed""}]"
"Boots of Mobility - Homeguard
					
						 1250 / 450","http://www.mobafire.com/league-of-legends/item/boots-of-mobility-homeguard-218","Boots of Mobility - Homeguard","http://www.mobafire.com/images/item/boots-of-mobility-homeguard.gif","1250","450","UNIQUE Passive: Enhanced Movement: +25 Movement Speed. Increases to +105 Movement Speed when out of combat for 5 seconds.



UNIQUE Passive: Homeguard: Visiting the shop vastly increases Health and Mana Regeneration and grants 200% bonus Movement Speed that decays over 8 seconds. Bonus movement speed and regeneration are disabled for 6 seconds upon dealing or taking damage.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/boots-of-mobility.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Enchantment: Bloodrazor
					
						 1625 / 625","http://www.mobafire.com/league-of-legends/item/enchantment-bloodrazor-326","Enchantment: Bloodrazor","http://www.mobafire.com/images/item/enchantment-bloodrazor.gif","1625","625","50% Attack Speed. UNIQUE Passive: Basic attacks deal 4% of the target's maximum Health as bonus physical damage (maximum 75 damage vs minions and monsters).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/recurve-bow.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""}]"
"Leviathan
					
						 1275 / 800","http://www.mobafire.com/league-of-legends/item/leviathan-93","Leviathan","","1275","800","180 Health. UNIQUE Passive: Your champion gains 32 health per stack, receiving 2 stacks for a kill or 1 stack for an assist. This effect can stack 20 times; you lose a third of your stacks if you die. At 20 stacks, your champion takes 15% less damage.



(Item is unavailable for purchase)","[]","[]","[{""item_maps"":""Removed""}]"
"Enchantment: Juggernaut
					
						 1400 / 150","http://www.mobafire.com/league-of-legends/item/enchantment-juggernaut-279","Enchantment: Juggernaut","http://www.mobafire.com/images/item/enchantment-juggernaut.gif","1400","150","10% Cooldown Reduction, 500 Health. UNIQUE Passive: Tenacity: Reduces the duration of stuns, slows, taunts, fears, silences, blinds, polymorphs, and immobilizes by 35%. (Unique Passives with the same name don't stack.)","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/ruby-crystal.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/kindlegem.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Eye of the Equinox
					
						 2200 / 550","http://www.mobafire.com/league-of-legends/item/eye-of-the-equinox-302","Eye of the Equinox","http://www.mobafire.com/images/item/eye-of-the-equinox.gif","2200","550","2 Gold Generation, 500 Health, 100% Base Health Regeneration. UNIQUE Passive: Spoils of War: Melee basic attacks execute minions below 320 (+20 per level) Health. Killing a minion heals the owner and the nearest allied champion for 50 Health and grants them kill gold. Allies who benefit from Spoils of War also gain +1 to their minions killed score. These effects require a nearby allied champion. Recharges every 30 seconds. Max 4 charges.



UNIQUE Passive: Warding: Consumes a charge to place a Stealth Ward that reveals the surrounding area for 150 seconds. Holds up to 4 charges which refill upon visiting the shop.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/targons-brace.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/sightstone.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Phantom Dancer
					
						 2550 / 650","http://www.mobafire.com/league-of-legends/item/phantom-dancer-52","Phantom Dancer","http://www.mobafire.com/images/item/phantom-dancer.gif","2550","650","45% Attack Speed, 30% Critical Strike Chance, 5% Movement Speed. UNIQUE Passive: Spectral Waltz: While within 500 units of an enemy champion you can see, you gain 7% movement speed and pass through units.



UNIQUE Passive: Lament: Basic attacking a champion causes them to deal 12% less damage to you for 10 seconds. Can only be active on one champion at a time.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/dagger.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/dagger.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/zeal.gif""}]","[]","[]"
"Vision Ward
					
						 75 / 75","http://www.mobafire.com/league-of-legends/item/vision-ward-33","Vision Ward","","75","75","Click: Places a visible ward with 1000 range Magical Sight (can see invisible units). Lasts until destroyed. Each player can have only one Vision Ward placed on the map at a time.



Max: 2 Stacks. UNIQUE Passive: Rewarding: Regenerates 1 health every 3 seconds after being out of combat for 5 seconds.","[]","[]","[{""item_maps"":""Summoner's Rift""}]"
"Enchantment: Homeguard
					
						 450 / 450","http://www.mobafire.com/league-of-legends/item/enchantment-homeguard-177","Enchantment: Homeguard","","450","450","UNIQUE Passive: Homeguard: Visiting the shop vastly increases Health and Mana Regeneration and grants 200% bonus Movement Speed that decays over 8 seconds. Bonus movement speed and regeneration are disabled for 6 seconds upon dealing or taking damage.



Can be applied to any tier 2 boot.","[]","[]","[{""item_maps"":""Removed""}]"
"Runaan's Hurricane
					
						 2600 / 300","http://www.mobafire.com/league-of-legends/item/runaans-hurricane-161","Runaan's Hurricane","http://www.mobafire.com/images/item/runaans-hurricane.gif","2600","300","40% Attack Speed, 30% Critical Strike Chance, 7% Movement Speed. UNIQUE Passive: Deals 15 physical damage on hit.



UNIQUE Passive: Wind's Fury: Your basic attacks fire bolts at 2 targets near your primary target (375 range), each dealing 25% of your attack damage as physical damage and applying on-hit effects (ranged only). These bolts can critically strike.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/recurve-bow.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/zeal.gif""}]","[]","[]"
"Duskblade of Draktharr
					
						 3250 / 850","http://www.mobafire.com/league-of-legends/item/duskblade-of-draktharr-322","Duskblade of Draktharr","http://www.mobafire.com/images/item/duskblade-of-draktharr.gif","3250","850","75 Attack Damage, 5% Movement Speed. UNIQUE Passive: +10 Armor Penetration.



UNIQUE Passive - Nightfall: Your next basic attack on an enemy champion applies Nightfall (120 second cooldown). After 2 seconds, Nightfall deals physical damage equal to 90 + 25% of the target's missing health. If you get a kill or assist on the target before Nightfall detonates, the cooldown is refunded.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/b-f-sword.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/serrated-dirk.gif""}]","[]","[]"
